2024-04-16_03:04:23.522814, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:34.529563, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:34.693201, The student is not leaning forward, not making eye contact, smiling, and displaying open posture, current expression is sympathetic.
2024-04-16_03:04:34.864722, The student is not leaning forward, not making eye contact, smiling, and displaying open posture, current expression is sympathetic.
2024-04-16_03:04:35.034497, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:35.193700, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:35.375942, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_03:04:35.540613, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:35.730558, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:35.894280, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:04:36.060585, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:04:36.224350, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:04:36.432254, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:36.628118, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:36.825607, The student is leaning forward, making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:37.027214, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:37.223902, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:37.426513, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:37.610555, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:37.813982, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:38.004960, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:38.186853, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:38.378165, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:38.556330, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:38.760611, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:38.964483, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:39.154433, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:39.522995, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:39.713254, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is happy.
2024-04-16_03:04:39.901121, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:40.085918, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:40.301795, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:40.536508, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:40.772275, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:40.982664, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:41.179895, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:41.381292, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:41.600410, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:41.807187, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:42.030238, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:42.236321, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:42.441214, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:42.643386, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:04:42.815114, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:43.019747, The student is leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:43.235862, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:43.468740, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:43.684844, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:43.912711, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:44.123155, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:44.333866, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:44.550503, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:44.776928, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:45.017557, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:45.270741, The student is leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:45.486100, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:45.704789, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:45.893522, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:46.087084, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:46.284120, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:46.618353, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:46.811192, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:47.004054, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:47.199924, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:47.391548, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_03:04:47.590842, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:04:47.779595, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:04:47.982566, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:04:48.172405, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:04:48.378460, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_03:04:48.579189, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:04:48.763318, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:04:48.942398, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:04:49.135515, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:04:49.341219, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:04:49.536756, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:04:49.726638, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:04:49.923755, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_03:04:50.145228, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:04:50.335352, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_03:04:50.519373, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_03:04:50.711895, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:04:50.880386, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:04:51.061170, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:04:51.240461, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:51.442617, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:51.644947, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:51.844188, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:52.042277, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:52.255639, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:52.455168, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:52.655577, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:52.851618, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:53.047102, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:53.260793, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:53.587530, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:53.785125, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:04:53.977918, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:54.180056, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:54.379257, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:04:54.585743, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:04:54.789930, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:54.982330, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:55.189142, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:55.390602, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:55.581699, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:55.785146, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:55.996097, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:56.186895, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:56.386883, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:56.588856, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:56.783657, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:56.986920, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:57.177817, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:57.389722, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:57.601933, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:57.796765, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:57.996393, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:58.204312, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:58.412343, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:58.610644, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:58.812167, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:59.013164, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:59.225782, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:59.423232, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:59.631910, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:04:59.825100, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:00.034256, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:00.358374, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:00.566289, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:00.764494, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:00.977773, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:01.167947, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:01.382071, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:01.594239, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:01.788704, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:01.980498, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:02.186307, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:02.383455, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:02.575415, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:02.774182, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:02.972462, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:03.173905, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:03.377522, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:03.574221, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:03.775947, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:03.982361, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:04.189909, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:04.399071, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:04.587399, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:04.800495, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:05.012024, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:05.202494, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:05.393807, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:05.587817, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:05.783617, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:05.991156, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:06.181681, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:06.381733, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:06.600909, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:06.798282, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:06.969843, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:07.293266, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:07.496524, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:07.672357, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:07.862362, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:08.074869, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:08.264023, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:08.461535, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:08.664467, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:08.882952, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:09.093926, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:09.290463, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:09.492588, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:09.686295, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:09.892576, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:10.117144, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:10.335875, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:10.522729, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:10.731231, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:10.925493, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:11.117641, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:11.325094, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:11.525142, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:11.730475, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:11.923600, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:12.125310, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:12.325574, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:12.532904, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:12.739239, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:12.930309, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:13.139507, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:05:13.328325, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:13.515115, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:13.729367, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:13.936621, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:14.128349, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:05:14.474252, The student is not leaning forward, making eye contact, not smiling, and displaying open posture, current expression is neutral.
