2024-04-16_02:27:36.414518, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:39.602393, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:39.782411, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:39.950690, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:40.117834, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:40.292016, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:40.460414, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:40.618869, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:40.780943, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:40.950941, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:27:41.128027, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:41.303941, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:41.454180, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:41.625886, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:41.795518, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:41.948210, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:27:42.127878, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:42.292561, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:42.467245, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:42.624244, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:27:42.787079, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:42.961625, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:27:43.122043, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:43.310461, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:43.478721, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:43.651844, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:43.816704, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:43.984716, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:44.146395, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:44.332891, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:44.509045, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:44.677713, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:27:44.841532, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:45.143380, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:27:45.331548, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:27:45.495210, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:45.659009, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:27:45.819966, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:45.978803, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:46.141316, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:46.315259, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:46.482507, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:46.652382, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is fear.
2024-04-16_02:27:46.824153, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:27:46.990025, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:27:47.158381, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:27:47.303847, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:27:47.472726, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:47.645994, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:47.812093, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:27:47.970962, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:48.155301, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:48.327918, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:48.489278, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:27:48.654649, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:48.820004, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:48.972112, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:49.143233, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:49.313136, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is fear.
2024-04-16_02:27:49.466088, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:49.632379, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:49.802097, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:27:49.971738, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:50.138799, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:27:50.307947, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:50.475429, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:50.760191, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:50.912694, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:51.082299, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:51.252099, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:27:51.414960, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:51.593060, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:27:51.754460, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:51.929875, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:52.091639, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:52.256386, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:52.434783, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:52.592265, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is fear.
2024-04-16_02:27:52.752647, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:27:52.926057, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:53.079869, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:53.250681, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:27:53.415205, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:27:53.585320, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:53.761720, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is doubt.
2024-04-16_02:27:53.934268, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:54.107268, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:54.279332, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:54.468863, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:54.656113, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:54.841193, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:55.027832, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:55.187487, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:55.368962, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:27:55.517427, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:55.685704, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:55.853846, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:56.016991, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:27:56.187830, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:56.341544, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:56.630926, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:56.806474, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:56.973352, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:57.146475, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:57.326598, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:57.484373, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:27:57.646022, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:57.813388, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:57.990875, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:58.147224, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:58.312608, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:58.481796, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:58.651744, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:58.824004, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:58.993271, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:59.156522, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:59.327963, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:59.484532, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:59.654187, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:59.821578, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:27:59.993131, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is doubt.
2024-04-16_02:28:00.159042, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:00.330644, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:00.488146, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:00.656529, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:00.832922, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:00.990490, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:01.163273, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is doubt.
2024-04-16_02:28:01.339496, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:28:01.495815, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:28:01.654693, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is doubt.
2024-04-16_02:28:01.828142, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:01.990252, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:02.154909, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:02.321340, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:02.607802, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:02.788588, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:02.953749, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:03.121601, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:03.287372, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:03.460656, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:03.619154, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:03.783820, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:03.949587, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:04.121723, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:04.285561, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:04.448572, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:04.614648, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:04.783606, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:04.951786, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:05.118224, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:05.284871, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:05.449702, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:05.623221, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:05.785038, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:05.952189, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:06.125365, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:06.287087, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:06.461960, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:06.620138, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:06.783196, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:06.958663, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:07.125587, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:07.290471, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:07.458340, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:07.622513, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:07.789829, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:07.958734, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:08.247423, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:08.420186, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:08.600067, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:08.788728, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:08.965087, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:09.126975, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:09.295913, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:09.453186, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:09.625474, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:09.785696, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:09.967717, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:10.125227, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:10.289011, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:10.455077, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:10.621887, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:10.790191, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:10.950632, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:11.129056, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:11.289915, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:11.459363, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:11.623948, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:11.775241, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:11.942806, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:28:12.118480, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is doubt.
2024-04-16_02:28:12.287361, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is doubt.
2024-04-16_02:28:12.448801, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:12.614438, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:12.780034, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:12.945322, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:13.118720, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:13.284446, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:13.455700, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:13.619658, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:13.786352, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:14.069175, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:14.212664, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:28:14.386337, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:28:14.555027, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:28:14.720685, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is doubt.
2024-04-16_02:28:14.886281, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is doubt.
2024-04-16_02:28:15.059966, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:15.223003, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:15.392123, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:15.555009, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:15.717750, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:28:15.885168, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is doubt.
2024-04-16_02:28:16.056496, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:16.226718, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:16.392762, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:16.560756, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:16.736731, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:16.894475, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:17.062407, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:17.229718, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:17.391071, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:17.557056, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:17.724493, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:28:17.882095, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:28:18.049263, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:28:18.196399, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:28:18.358344, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
