2024-04-16_02:30:55.987035, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:00.469376, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:00.640702, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:00.802008, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:00.965602, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:01.131054, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:01.323224, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:01.497607, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:01.656256, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:01.812736, The student is not leaning forward, making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:01.986633, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:31:02.146285, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:02.315626, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:02.496322, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:02.656786, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:02.818937, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:02.990164, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:03.152698, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:03.314997, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:03.486610, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:03.651187, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:03.817153, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:03.977445, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:04.141341, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:04.305809, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:04.472327, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:04.777006, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:04.961004, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:05.133367, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:05.311605, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:05.502019, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:05.662708, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:05.828322, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:05.992097, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:06.151462, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:06.328410, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:06.482250, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:06.641214, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:06.809818, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:06.964052, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:07.136158, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:07.299309, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:07.457626, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:07.618260, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:07.777487, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:07.955777, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:08.116511, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:08.288942, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:08.450928, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:08.615672, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:08.788359, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:08.956894, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:09.117413, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:09.283079, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:09.440644, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:09.606496, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:09.787345, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:09.953260, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:10.134357, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:10.483671, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:10.635242, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:10.818895, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:10.974200, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:11.150749, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:11.322494, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:11.480103, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:11.641487, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:11.816358, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:11.975286, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:31:12.149739, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:12.319945, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:12.481266, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:12.651455, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:12.813380, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:12.986766, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:13.144780, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:13.323493, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:13.482630, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:13.644333, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:13.814187, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:13.992981, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:14.156928, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:14.324538, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:14.509049, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:14.676442, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:14.863862, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:15.022090, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:15.184258, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:15.342478, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:15.517925, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:15.687982, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:15.850892, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:16.016070, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:16.295838, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:16.479432, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:16.655227, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:16.819101, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:16.990919, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:17.151757, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:17.317053, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:17.477626, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:17.654513, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:17.810884, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:17.987742, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:18.145197, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:18.306983, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:18.484733, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:18.663759, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:18.848205, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:19.013744, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:19.197510, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:19.356503, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:19.516511, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:19.677897, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:19.845930, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:20.010114, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:20.188712, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:20.356511, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:20.512950, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:20.680415, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:20.859190, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:21.019305, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:21.175629, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:21.415303, The student is not leaning forward, making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:21.585758, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:21.774936, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:21.942198, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:22.137454, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:22.450506, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:22.622529, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:31:22.792638, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:22.963501, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:23.126614, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:31:23.294620, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:23.458900, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:23.629587, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:23.818006, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:24.001208, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:24.166722, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:24.360468, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:24.551619, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:24.731431, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:24.891224, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:25.070677, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:25.259035, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:25.439502, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:25.633886, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:25.808060, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:25.967726, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:26.125608, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:26.294896, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:26.458939, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:26.616456, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:26.804253, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:26.966587, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:27.130845, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:27.303968, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:27.457233, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:27.618959, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:27.796896, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:27.971977, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:28.320144, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:28.509174, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:28.668482, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:28.832191, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:28.989512, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:29.153240, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:29.317311, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:29.502189, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:29.662879, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:29.842751, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:30.012248, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:30.193433, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:30.380849, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:30.566224, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:30.757953, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:30.928365, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:31.101149, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:31.288417, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:31.462282, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:31.632435, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:31.809165, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:31.991088, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:32.150013, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:32.316212, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:32.475139, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:32.639641, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:32.815376, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:33.007760, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:33.199808, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:33.367103, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:33.546081, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:33.737159, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:33.912204, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:34.074640, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:34.410615, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:34.587890, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:34.761627, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:34.920472, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:35.104018, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:35.259025, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:35.428356, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:35.597547, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:35.766727, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:35.933418, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:36.095163, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:36.259539, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:36.423493, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:36.596602, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:36.770222, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:36.950893, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:37.135811, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:37.298214, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:37.468280, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:31:37.659068, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:37.820229, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:37.995743, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:38.158516, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:38.341338, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:38.524297, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:31:38.690084, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:31:38.857253, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
