2024-04-16_04:51:23.538747, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:27.097714, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:27.262084, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:27.430852, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:27.606374, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:27.766906, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:27.930063, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:28.127718, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:28.370444, The student is not leaning forward, not making eye contact, not smiling, and not displaying open posture, current expression is happy.
2024-04-16_04:51:28.536047, The student is not leaning forward, not making eye contact, not smiling, and not displaying open posture, current expression is neutral.
2024-04-16_04:51:28.725729, The student is not leaning forward, not making eye contact, not smiling, and not displaying open posture, current expression is neutral.
2024-04-16_04:51:28.898664, The student is not leaning forward, not making eye contact, not smiling, and not displaying open posture, current expression is neutral.
2024-04-16_04:51:29.118046, The student is not leaning forward, not making eye contact, not smiling, and not displaying open posture, current expression is neutral.
2024-04-16_04:51:29.306528, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:29.458933, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:29.629422, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:51:29.794959, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:29.969840, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:30.136535, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:30.291127, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:30.471076, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:30.639242, The student is leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:30.799895, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:30.966109, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:31.147241, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:31.309869, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:31.469174, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:31.649329, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:31.926501, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:32.104984, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:32.280879, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:32.436513, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:32.587520, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:32.754550, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:32.907039, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:33.068512, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:33.186082, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:33.316643, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:33.445037, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:33.555887, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:33.685368, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:33.787620, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:33.913019, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:34.022639, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:34.121162, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:34.252198, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:34.379182, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:34.488117, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:34.616521, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:34.745978, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:34.855690, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:35.030887, The student is leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:35.200062, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:35.372669, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:35.532773, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:35.707754, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:35.861407, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:36.026103, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:36.212305, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:36.370232, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:36.565246, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is happy.
2024-04-16_04:51:36.849384, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_04:51:36.998641, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:37.158544, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:37.313389, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:37.471068, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:37.634151, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:37.795477, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:51:37.969760, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:38.150914, The student is not leaning forward, not making eye contact, not smiling, and not displaying open posture, current expression is neutral.
2024-04-16_04:51:38.312259, The student is not leaning forward, not making eye contact, not smiling, and not displaying open posture, current expression is neutral.
2024-04-16_04:51:38.476213, The student is not leaning forward, not making eye contact, not smiling, and not displaying open posture, current expression is neutral.
2024-04-16_04:51:38.671875, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:38.841895, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:39.002811, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:39.169069, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:51:39.342632, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:39.502876, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:39.664116, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:39.814035, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:39.970802, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:40.129075, The student is leaning forward, not making eye contact, not smiling, and not displaying open posture, current expression is neutral.
2024-04-16_04:51:40.304823, The student is not leaning forward, not making eye contact, not smiling, and not displaying open posture, current expression is confused.
2024-04-16_04:51:40.476487, The student is not leaning forward, not making eye contact, not smiling, and not displaying open posture, current expression is angry.
2024-04-16_04:51:40.649903, The student is not leaning forward, not making eye contact, not smiling, and not displaying open posture, current expression is angry.
2024-04-16_04:51:40.818228, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is happy.
2024-04-16_04:51:40.968721, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:41.171149, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:41.357507, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:41.518044, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:41.679367, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:41.838147, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:42.000830, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:42.182210, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:42.476328, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:42.661875, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:42.851210, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:43.007650, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:43.166333, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:43.347722, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:43.504401, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:43.688973, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:43.860757, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:44.016420, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:44.180417, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:44.344908, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:44.511233, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:44.683392, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:44.843388, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:45.007570, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:45.176681, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:45.347361, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:45.515863, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:45.676809, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:45.837644, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:46.016600, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:46.179183, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:46.338717, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:46.516947, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:46.674737, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:46.848032, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:47.010674, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:47.173834, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:47.348941, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_04:51:47.512384, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:47.669778, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:47.850554, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:48.121854, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:48.319264, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is disgust.
2024-04-16_04:51:48.424084, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is disgust.
2024-04-16_04:51:48.610762, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is disgust.
2024-04-16_04:51:48.736277, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is disgust.
2024-04-16_04:51:48.841501, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is disgust.
2024-04-16_04:51:49.021188, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:49.173502, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:49.343677, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:49.520910, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:49.689476, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:49.860121, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:50.024514, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:50.216275, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:50.410360, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:50.571240, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:50.739856, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_04:51:50.906165, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:51.072630, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:51.176553, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:51.313342, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:51.442177, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:51.575199, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:51.704414, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:51.840315, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:51.966853, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:52.099091, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:52.199176, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:52.329253, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:52.511910, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:52.672093, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_04:51:52.832589, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:52.993696, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:53.167163, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:53.441146, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:53.611879, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:51:53.778911, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:51:53.935771, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:54.116407, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:51:54.279066, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:54.441208, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:54.612618, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:54.778305, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:54.964305, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:55.162570, The student is leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:51:55.319912, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:55.483352, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_04:51:55.641404, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:55.824668, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:56.000772, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:51:56.159852, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:51:56.317364, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:56.495979, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:56.655912, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:51:56.827887, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:56.982472, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:57.148418, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_04:51:57.324073, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:57.489125, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:57.650493, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_04:51:57.821673, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_04:51:57.988993, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_04:51:58.165246, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:58.325963, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:58.488848, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:58.647568, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:51:58.822101, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:51:59.104117, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_04:51:59.277680, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:59.451199, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:59.624074, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:51:59.785740, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:51:59.946687, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:00.111733, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:00.269644, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:00.436310, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:00.600659, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:52:00.761309, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:00.926950, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:01.097053, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:01.279494, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:01.447922, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:01.603462, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:52:01.793324, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:01.946032, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:52:02.118937, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:52:02.284013, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:52:02.451823, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:52:02.616742, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_04:52:02.782459, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:02.944602, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:52:03.116373, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:03.285639, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:03.450287, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:03.609775, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:03.774692, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_04:52:03.929579, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:04.095528, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:52:04.263568, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:52:04.423198, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:04.583089, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:04.878002, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_04:52:05.062015, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:52:05.220633, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_04:52:05.381514, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:52:05.562617, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:52:05.719031, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_04:52:05.886056, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
