2024-04-16_02:23:49.374420, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:56.295095, The student is not leaning forward, making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:56.490292, The student is not leaning forward, making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:56.691759, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:56.901543, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:57.099123, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:57.288733, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:57.492239, The student is not leaning forward, making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:57.707920, The student is not leaning forward, making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:57.909697, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:58.112395, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:58.321618, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:58.514760, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:58.713839, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:58.920051, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:59.267690, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:59.457763, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:59.654682, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:23:59.870678, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:00.072621, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:00.297647, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:00.474880, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is doubt.
2024-04-16_02:24:00.684133, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is doubt.
2024-04-16_02:24:00.876497, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:01.088073, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:01.274124, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:01.481843, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:01.689164, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:01.875836, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:02.086078, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:02.268869, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:02.476652, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:02.660755, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:02.872335, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:03.075908, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:03.251250, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:03.423672, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:03.617416, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:03.816108, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:04.012365, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:04.211517, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:04.414216, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:04.616788, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:04.812975, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:05.113207, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:05.324057, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:05.520799, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:05.713699, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:05.901687, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:06.109826, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:06.451224, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:06.679805, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:06.864166, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:07.057825, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:07.258313, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:07.451451, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:07.632151, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:07.800563, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:08.010400, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:08.206403, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:08.402537, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:08.606599, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:08.815727, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:08.999498, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:09.146042, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is fear.
2024-04-16_02:24:09.381685, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:09.567729, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:09.748414, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:09.938704, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:10.137325, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:10.301295, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:10.487744, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is happy.
2024-04-16_02:24:10.678526, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is happy.
2024-04-16_02:24:10.874668, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is happy.
2024-04-16_02:24:11.082767, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is happy.
2024-04-16_02:24:11.290701, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is happy.
2024-04-16_02:24:11.463276, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is happy.
2024-04-16_02:24:11.639202, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:11.829832, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:12.026808, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:12.232308, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:12.450394, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:12.747303, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:12.907295, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:13.073764, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:13.441505, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:13.625808, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:13.836875, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:14.043568, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:14.230731, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:14.430915, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:14.607002, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:14.813692, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:15.011765, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:15.196673, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:15.376242, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:15.596015, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:15.792949, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:15.983016, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:16.150643, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:16.322646, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:16.489415, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:16.665630, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:16.874701, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:17.053838, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:17.242572, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:17.450517, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:17.634140, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:17.800164, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:18.003564, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:18.209308, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:18.410034, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:18.608453, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:18.818042, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:19.014750, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:19.202524, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:19.395983, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:19.600591, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:19.936542, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:20.116194, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:20.324311, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:20.534259, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:20.729358, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:20.923314, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:21.116012, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:21.279986, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:21.405899, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:21.538211, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:21.667196, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:21.796635, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:21.929128, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:22.054455, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:22.181639, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:22.311943, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:22.450640, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:22.573021, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:22.696747, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:22.825990, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:22.956775, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:23.138214, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:23.332981, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:23.500416, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:23.696339, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:23.884066, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:24.065307, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:24.277882, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:24.448239, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:24.648678, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:24.848548, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:25.044822, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:25.230433, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:25.417176, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:25.723046, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:25.911021, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is doubt.
2024-04-16_02:24:26.113898, The student is not leaning forward, making eye contact, not smiling, and displaying open posture. Their current expression is doubt.
2024-04-16_02:24:26.310138, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:26.502832, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:26.718777, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:26.901066, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:27.108085, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:27.323742, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:27.514051, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:27.709251, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:27.908669, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:28.108212, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:28.315038, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:28.502690, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:28.699808, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:28.894802, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:29.097346, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:29.277252, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:29.462072, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:29.642123, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:29.803654, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:29.975325, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:30.169395, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:30.325201, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:30.502536, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:30.693085, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:30.852555, The student is leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:31.001449, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:31.166922, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:31.327618, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:31.491973, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:31.660207, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:31.835141, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:32.003885, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:32.297588, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:32.492790, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:32.694108, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is angry.
2024-04-16_02:24:32.913023, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:33.101922, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:33.269634, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:33.464361, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:33.626454, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:33.789110, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:33.956328, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:34.116542, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:34.293329, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:34.469452, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:34.632154, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:34.805042, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is sad.
2024-04-16_02:24:34.971891, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:35.125655, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:35.274888, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is confused.
2024-04-16_02:24:35.441236, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:35.599795, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:35.760872, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:24:35.930369, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:36.105661, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:36.257682, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:36.401965, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:36.572478, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:36.740706, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
2024-04-16_02:24:36.911277, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is surprise.
